concept:name,day,user,case:concept:name
Activity AF,Thursday,Alpha,502
Activity AB,Friday,Amanda,502
Activity A,Thursday,Hugo,502
Activity Z,Monday,Lannie,502
Activity B,Tuesday,Doretta,502
Activity A,Wednesday,Donald,503
Activity O,Wednesday,Lannie,503
Activity S,Friday,Lisa,503
Activity T,Friday,Anna,503
Activity P,Friday,Jimmy,503
Activity B,Thursday,Craig,503
Activity O,Wednesday,Lannie,504
Activity A,Thursday,Seth,504
Activity S,Wednesday,Lisa,504
Activity T,Friday,Anna,504
Activity P,Tuesday,Chan,504
Activity B,Tuesday,Doretta,504
Activity A,Sunday,Velda,505
Activity Z,Saturday,Melany,505
Activity AA,Monday,Gema,505
Activity AD,Tuesday,Clayton,505
Activity AB,Tuesday,Amanda,505
Activity B,Tuesday,Doretta,505
Activity A,Friday,Melany,506
Activity Z,Monday,Lannie,506
Activity AA,Thursday,Chan,506
Activity AC,Tuesday,Junior,506
Activity AB,Tuesday,Jamika,506
Activity B,Tuesday,Doretta,506
Activity A,Friday,Seth,507
Activity O,Friday,Sharee,507
Activity U,Thursday,Anna,507
Activity X,Monday,Hugo,507
Activity V,Tuesday,Brian,507
Activity P,Wednesday,Frances,507
Activity B,Thursday,Amanda,507
Activity A,Friday,Melany,508
Activity Z,Monday,Lannie,508
Activity AA,Monday,Gema,508
Activity AD,Wednesday,Sherell,508
Activity AB,Tuesday,Amanda,508
Activity B,Tuesday,Doretta,508
Activity A,Friday,Donald,509
Activity O,Wednesday,Hassie,509
Activity S,Friday,Lisa,509
Activity T,Friday,Anna,509
Activity P,Friday,Jimmy,509
Activity B,Thursday,Craig,509
Activity A,Monday,Lourdes,510
Activity O,Thursday,Lucy,510
Activity U,Thursday,Anna,510
Activity X,Wednesday,Hannah,510
Activity V,Tuesday,Emily,510
Activity P,Tuesday,Chan,510
Activity B,Thursday,Amanda,510
Activity A,Thursday,Sharee,511
Activity O,Friday,Sharee,511
Activity U,Wednesday,Carmella,511
Activity X,Monday,Hugo,511
Activity V,Tuesday,Brian,511
Activity P,Friday,Jimmy,511
Activity B,Thursday,Craig,511
Activity A,Friday,Sonia,512
Activity O,Friday,Sharee,512
Activity U,Thursday,Anna,512
Activity X,Wednesday,Hannah,512
Activity V,Tuesday,Brian,512
Activity P,Thursday,Hassie,512
Activity B,Thursday,Amanda,512
Activity A,Friday,Sigrid,513
Activity C,Friday,Roseanne,513
Activity E,Monday,Howard,513
Activity D,Monday,Roseanne,513
Activity I,Thursday,Sherlene,513
Activity M,Friday,Shandi,513
Activity J,Monday,Tiffiny,513
Activity B,Monday,Rossana,513
Activity A,Wednesday,Lourdes,514
Activity O,Monday,Hannah,514
Activity S,Monday,James,514
Activity T,Friday,Anna,514
Activity P,Wednesday,Frances,514
Activity B,Thursday,Amanda,514
Activity A,Friday,Rossie,515
Activity Y,Wednesday,Lannie,515
Activity B,Thursday,Jimmy,515
Activity A,Friday,Donald,516
Activity O,Monday,Hannah,516
Activity S,Monday,James,516
Activity T,Friday,Anna,516
Activity P,Wednesday,Frances,516
Activity B,Thursday,Amanda,516
Activity A,Wednesday,Donald,517
Activity O,Wednesday,Lannie,517
Activity S,Friday,Lisa,517
Activity T,Wednesday,Jin,517
Activity P,Wednesday,Frances,517
Activity B,Thursday,Amanda,517
Activity A,Wednesday,Lourdes,518
Activity O,Monday,Hannah,518
Activity S,Monday,James,518
Activity T,Friday,Anna,518
Activity P,Tuesday,Shandi,518
Activity B,Thursday,Charles,518
Activity A,Friday,Lourdes,519
Activity O,Friday,Sonia,519
Activity U,Thursday,Carmella,519
Activity X,Monday,Hugo,519
Activity V,Tuesday,Brian,519
Activity P,Friday,Jimmy,519
Activity B,Thursday,Craig,519
Activity A,Monday,Sharee,520
Activity O,Wednesday,Hassie,520
Activity S,Friday,Lisa,520
Activity T,Wednesday,Jin,520
Activity P,Friday,Jimmy,520
Activity B,Wednesday,Craig,520
Activity A,Wednesday,Donald,521
Activity O,Wednesday,Lannie,521
Activity S,Friday,Lisa,521
Activity T,Friday,Clayton,521
Activity P,Tuesday,Ryan,521
Activity B,Wednesday,Craig,521
Random activity 14,Random day 1,Random user 49,522
Activity A,Tuesday,Rossie,522
Activity Y,Wednesday,Lannie,522
Activity B,Friday,Seth,522
Activity AA,Thursday,Shandi,523
Activity AE,Friday,Evelin,523
Activity A,Friday,Melany,523
Activity Z,Monday,Lannie,523
Activity AB,Monday,Hoyt,523
Activity B,Friday,Ling,523
Activity A,Friday,Melany,524
Activity Z,Monday,Lannie,524
Activity AA,Wednesday,Sherlene,524
Activity AC,Thursday,Jin,524
Activity AB,Monday,Hoyt,524
Activity B,Monday,Ling,524
Activity A,Friday,Seth,525
Activity O,Friday,Sharee,525
Activity U,Thursday,Carmella,525
Activity X,Monday,Hugo,525
Activity V,Tuesday,Brian,525
Activity P,Tuesday,Chan,525
Activity B,Thursday,Amanda,525
Activity A,Tuesday,Rossie,526
Activity Y,Wednesday,Lannie,526
Activity B,Friday,Seth,526
Activity A,Wednesday,Seth,527
Activity O,Wednesday,Hassie,527
Random activity 19,Random day 3,Random user 59,527
Activity S,Monday,James,527
Activity T,Friday,Anna,527
Activity P,Friday,Johnny,527
Activity B,Thursday,Charles,527
Activity A,Friday,Melany,528
Activity Z,Monday,Lannie,528
Activity AA,Thursday,Chan,528
Activity AC,Tuesday,Junior,528
Activity AB,Tuesday,Hoyt,528
Activity B,Friday,Ling,528
Activity A,Monday,Lourdes,529
Activity O,Monday,Hannah,529
Activity S,Wednesday,Lisa,529
Activity T,Wednesday,Jin,529
Activity P,Friday,Jimmy,529
Activity B,Wednesday,Craig,529
Activity T,Wednesday,Jin,529
Activity P,Friday,Jimmy,529
Activity A,Friday,Melany,530
Activity Z,Thursday,Lannie,530
Activity AA,Wednesday,Jamika,530
Activity AE,Friday,Evelin,530
Activity AB,Monday,Hoyt,530
Activity B,Monday,Ling,530
Activity A,Thursday,Donald,531
Activity O,Wednesday,Lannie,531
Activity S,Friday,Lisa,531
Activity T,Friday,Clayton,531
Activity P,Tuesday,Chan,531
Activity B,Thursday,Amanda,531
Activity A,Friday,Steve,532
Activity Z,Thursday,Lannie,532
Activity AA,Wednesday,Sherlene,532
Activity AC,Thursday,Jin,532
Activity AB,Tuesday,Hoyt,532
Activity B,Friday,Ling,532
Activity A,Friday,Sonia,533
Activity O,Friday,Sharee,533
Activity U,Thursday,Ling,533
Random activity 18,Random day 2,Random user 49,533
Activity X,Wednesday,Hannah,533
Activity V,Tuesday,Brian,533
Random activity 10,Random day 4,Random user 7,533
Activity P,Wednesday,Marilyn,533
Activity B,Thursday,Charles,533
Activity AA,Wednesday,Alpha,534
Activity AC,Tuesday,Junior,534
Activity AB,Tuesday,Jamika,534
Activity A,Friday,Melany,534
Activity Z,Monday,Lannie,534
Activity B,Thursday,Amanda,534
Activity A,Friday,Steve,535
Activity Z,Monday,Lannie,535
Activity AA,Wednesday,Sherlene,535
Activity AC,Thursday,Jin,535
Activity AB,Tuesday,Jamika,535
Activity B,Thursday,Amanda,535
Activity A,Thursday,Donald,536
Activity O,Wednesday,Hassie,536
Activity S,Friday,Lisa,536
Activity T,Wednesday,Jin,536
Activity P,Wednesday,Frances,536
Activity B,Thursday,Amanda,536
Activity A,Friday,Melany,537
Activity Z,Thursday,Lannie,537
Activity AA,Tuesday,Brant,537
Activity AC,Tuesday,Junior,537
Activity AB,Sunday,Jamika,537
Activity B,Thursday,Amanda,537
Activity A,Thursday,Sonia,538
Activity O,Monday,Hannah,538
Activity S,Monday,James,538
Activity T,Wednesday,Jin,538
Activity P,Wednesday,Frances,538
Activity B,Thursday,Amanda,538
Activity T,Friday,Clayton,539
Activity A,Friday,Seth,539
Activity O,Wednesday,Lannie,539
Activity S,Wednesday,Lisa,539
Activity P,Tuesday,Chan,539
Activity B,Tuesday,Doretta,539
Activity A,Friday,Seth,540
Activity P,Tuesday,Chan,540
Activity O,Monday,Hannah,540
Activity S,Monday,James,540
Activity T,Wednesday,Jin,540
Activity B,Tuesday,Doretta,540
Activity A,Tuesday,Rossie,541
Activity Y,Wednesday,Lannie,541
Activity B,Thursday,Jimmy,541
Activity A,Friday,Melany,542
Activity Z,Monday,Lannie,542
Activity AA,Wednesday,Sherlene,542
Activity AC,Tuesday,Junior,542
Activity AB,Monday,Hoyt,542
Activity B,Monday,Ling,542
Activity A,Friday,Seth,543
Activity O,Monday,Hannah,543
Activity S,Friday,Lisa,543
Activity A,Friday,Seth,543
Activity O,Monday,Hannah,543
Activity T,Friday,Anna,543
Activity P,Tuesday,Ryan,543
Activity B,Wednesday,Craig,543
Activity A,Tuesday,Rossie,544
Activity Y,Wednesday,Lannie,544
Activity B,Thursday,Jimmy,544
Activity A,Thursday,Sharee,545
Activity O,Thursday,Lucy,545
Activity U,Wednesday,Carmella,545
Activity X,Wednesday,Hannah,545
Activity V,Tuesday,Emily,545
Activity P,Wednesday,Frances,545
Activity B,Tuesday,Doretta,545
Activity A,Friday,Melany,546
Activity AD,Friday,Brant,546
Activity AB,Tuesday,Amanda,546
Activity B,Thursday,Amanda,546
Activity A,Wednesday,Sharee,547
Activity O,Wednesday,Hassie,547
Activity S,Friday,Lisa,547
Activity T,Wednesday,Jin,547
Activity P,Tuesday,Chan,547
Activity B,Thursday,Amanda,547
Activity A,Friday,Melany,548
Activity Z,Monday,Lannie,548
Activity AA,Friday,Rossana,548
Activity AF,Thursday,Alpha,548
Activity AB,Tuesday,Amanda,548
Activity B,Thursday,Amanda,548
Activity A,Wednesday,Donald,549
Activity O,Friday,Sharee,549
Activity U,Monday,Ronald,549
Activity W,Monday,Charles,549
Activity V,Tuesday,Emily,549
Activity P,Tuesday,Chan,549
Activity B,Thursday,Amanda,549
Activity A,Friday,Donald,550
Activity O,Friday,Sharee,550
Activity U,Wednesday,Carmella,550
Activity X,Monday,Hugo,550
Activity V,Tuesday,Brian,550
Activity P,Friday,Jimmy,550
Activity B,Thursday,Craig,550
Activity A,Wednesday,Sharee,551
Activity O,Monday,Hannah,551
Activity S,Friday,Lisa,551
Activity T,Friday,Anna,551
Activity P,Wednesday,Frances,551
Activity B,Thursday,Amanda,551
Activity A,Friday,Seth,552
Activity O,Monday,Hannah,552
Activity S,Friday,Lisa,552
Activity T,Friday,Anna,552
Activity P,Wednesday,Frances,552
Activity B,Tuesday,Doretta,552
Activity A,Friday,Donald,553
Activity O,Friday,Sharee,553
Activity U,Wednesday,Carmella,553
Activity X,Wednesday,Hannah,553
Activity V,Tuesday,Brian,553
Activity P,Friday,Jimmy,553
Activity B,Thursday,Craig,553
Activity A,Monday,Lourdes,554
Activity O,Wednesday,Lannie,554
Activity S,Monday,James,554
Activity T,Wednesday,Jin,554
Activity P,Wednesday,Frances,554
Activity B,Thursday,Amanda,554
Activity O,Wednesday,Lannie,554
Activity S,Monday,James,554
Activity AA,Wednesday,Sherlene,555
Activity A,Friday,Melany,555
Activity Z,Monday,Lannie,555
Activity AC,Tuesday,Junior,555
Activity AB,Tuesday,Jamika,555
Activity B,Thursday,Amanda,555
Activity A,Friday,Melany,556
Activity Z,Monday,Lannie,556
Activity AA,Wednesday,Paul,556
Activity B,Thursday,Amanda,556
Activity A,Thursday,Sharee,557
Activity O,Monday,Hannah,557
Activity S,Monday,James,557
Activity T,Friday,Clayton,557
Activity P,Tuesday,Chan,557
Activity S,Monday,James,557
Activity T,Friday,Clayton,557
Activity B,Thursday,Amanda,557
Activity O,Wednesday,Lannie,558
Activity S,Monday,James,558
Activity A,Wednesday,Lourdes,558
Activity T,Friday,Anna,558
Activity P,Tuesday,Chan,558
Activity B,Thursday,Amanda,558
Activity A,Friday,Seth,559
Activity O,Friday,Sharee,559
Activity U,Wednesday,Ling,559
Activity X,Wednesday,Hannah,559
Activity V,Tuesday,Emily,559
Activity P,Wednesday,Frances,559
Activity B,Thursday,Amanda,559
Activity S,Monday,James,560
Activity T,Friday,Clayton,560
Activity A,Monday,Lourdes,560
Activity O,Monday,Hannah,560
Activity P,Wednesday,Frances,560
Activity B,Tuesday,Doretta,560
Activity A,Wednesday,Sonia,561
Activity O,Monday,Hannah,561
Activity S,Monday,James,561
Activity T,Wednesday,Jin,561
Activity P,Friday,Jimmy,561
Activity B,Wednesday,Craig,561
Activity A,Wednesday,Sonia,562
Activity O,Monday,Hannah,562
Activity S,Monday,James,562
Activity P,Wednesday,Marilyn,562
Activity B,Thursday,Charles,562
Activity A,Friday,Melany,563
Activity Z,Monday,Lannie,563
Activity AA,Friday,Paul,563
Activity AF,Thursday,Alpha,563
Activity AB,Tuesday,Amanda,563
Activity B,Thursday,Amanda,563
Activity A,Friday,Melany,564
Activity Z,Thursday,Lannie,564
Activity AA,Thursday,Rossana,564
Activity AF,Monday,Jamika,564
Activity AB,Tuesday,Amanda,564
Activity B,Thursday,Amanda,564
Activity A,Friday,Steve,565
Activity Z,Monday,Lannie,565
Activity AB,Tuesday,Amanda,565
Activity AA,Monday,Paul,565
Activity AF,Monday,Jamika,565
Activity B,Tuesday,Doretta,565
Activity A,Wednesday,Sonia,566
Activity O,Thursday,Lucy,566
Activity U,Wednesday,Carmella,566
Activity X,Monday,Hugo,566
Activity V,Tuesday,Emily,566
Activity P,Friday,Johnny,566
Activity B,Thursday,Charles,566
Activity A,Thursday,Sharee,567
Activity O,Thursday,Lucy,567
Activity U,Thursday,Anna,567
Activity X,Wednesday,Hannah,567
Activity V,Tuesday,Brian,567
Activity P,Wednesday,Frances,567
Activity X,Wednesday,Hannah,567
Activity V,Tuesday,Brian,567
Activity P,Wednesday,Frances,567
Activity B,Thursday,Amanda,567
Activity S,Friday,Lisa,568
Activity T,Friday,Clayton,568
Activity A,Thursday,Sharee,568
Activity O,Monday,Hannah,568
Activity P,Friday,Jimmy,568
Activity B,Wednesday,Craig,568
Activity A,Monday,Sonia,569
Activity O,Friday,Sonia,569
Activity U,Wednesday,Anna,569
Activity X,Monday,Hugo,569
Activity V,Tuesday,Brian,569
Activity A,Monday,Sonia,569
Activity O,Friday,Sonia,569
Activity U,Wednesday,Anna,569
Activity P,Tuesday,Chan,569
Activity B,Tuesday,Doretta,569
Activity A,Thursday,Deloras,570
Activity Y,Wednesday,Lannie,570
Activity B,Thursday,Jimmy,570
Activity A,Friday,Melany,571
Activity Z,Thursday,Lannie,571
Activity AA,Thursday,Shandi,571
Activity AE,Tuesday,Rossie,571
Random activity 23,Random day 1,Random user 21,571
Activity AB,Tuesday,Hoyt,571
Activity B,Monday,Ling,571
Activity A,Thursday,Sharee,572
Activity O,Wednesday,Lannie,572
Activity S,Monday,James,572
Activity T,Wednesday,Jin,572
Activity P,Friday,Jimmy,572
Activity B,Thursday,Craig,572
Activity O,Monday,Hannah,573
Activity S,Monday,James,573
Activity T,Wednesday,Jin,573
Activity P,Wednesday,Frances,573
Activity A,Wednesday,Lourdes,573
Activity B,Thursday,Amanda,573
Activity A,Thursday,Hugo,574
Activity Z,Monday,Lannie,574
Activity AA,Monday,Chan,574
Random activity 26,Random day 4,Random user 66,574
Activity AC,Tuesday,Junior,574
Random activity 2,Random day 2,Random user 38,574
Activity AB,Tuesday,Jamika,574
Activity B,Thursday,Amanda,574
Activity O,Friday,Sharee,575
Activity U,Thursday,Anna,575
Activity X,Monday,Hugo,575
Activity A,Friday,Sharee,575
Activity V,Tuesday,Brian,575
Activity P,Tuesday,Shandi,575
Activity B,Thursday,Charles,575
Activity A,Friday,Lourdes,576
Activity T,Friday,Anna,576
Activity O,Monday,Hannah,576
Activity S,Wednesday,Lisa,576
Activity P,Tuesday,Chan,576
Activity B,Thursday,Amanda,576
Activity A,Thursday,Sharee,577
Activity O,Wednesday,Lannie,577
Activity S,Monday,James,577
Activity T,Friday,Clayton,577
Activity P,Tuesday,Chan,577
Activity B,Tuesday,Doretta,577
Activity A,Wednesday,Lourdes,578
Activity O,Friday,Sharee,578
Activity U,Wednesday,Carmella,578
Activity X,Monday,Hugo,578
Activity V,Friday,Emily,578
Activity P,Wednesday,Frances,578
Activity B,Tuesday,Doretta,578
Activity A,Thursday,Sharee,579
Activity O,Monday,Alyce,579
Activity Q,Thursday,Lisa,579
Activity R,Monday,Steve,579
Activity P,Friday,Jimmy,579
Activity B,Thursday,Craig,579
Activity A,Friday,Sonia,580
Activity O,Wednesday,Hassie,580
Activity S,Monday,James,580
Activity T,Wednesday,Jin,580
Activity P,Tuesday,Chan,580
Activity B,Thursday,Amanda,580
Activity A,Friday,Melany,581
Activity Z,Monday,Lannie,581
Activity AA,Friday,Rossana,581
Activity AF,Monday,Lannie,581
Activity AB,Friday,Amanda,581
Activity B,Tuesday,Doretta,581
Activity A,Friday,Donald,582
Activity O,Friday,Sharee,582
Activity U,Wednesday,Johnny,582
Activity X,Monday,Hugo,582
Activity V,Friday,Emily,582
Activity P,Tuesday,Chan,582
Activity B,Thursday,Amanda,582
Activity A,Friday,Melany,583
Activity Z,Monday,Lannie,583
Activity AA,Monday,Gema,583
Activity AD,Tuesday,Sherell,583
Activity AB,Tuesday,Amanda,583
Activity B,Thursday,Amanda,583
Activity A,Wednesday,Seth,584
Activity O,Friday,Sharee,584
Activity U,Wednesday,Anna,584
Activity X,Monday,Hugo,584
Activity V,Tuesday,Brian,584
Activity P,Friday,Jimmy,584
Activity B,Wednesday,Craig,584
Activity A,Thursday,Donald,585
Activity O,Friday,Sharee,585
Activity U,Thursday,Ling,585
Activity X,Wednesday,Hannah,585
Activity V,Friday,Emily,585
Activity P,Tuesday,Chan,585
Activity B,Monday,Lourdes,585
Activity A,Friday,Melany,586
Activity Z,Monday,Lannie,586
Activity AA,Thursday,Clayton,586
Activity AD,Thursday,Sherell,586
Activity AB,Tuesday,Amanda,586
Activity B,Tuesday,Doretta,586
Activity A,Thursday,Sharee,587
Activity O,Wednesday,Lannie,587
Activity S,Friday,Lisa,587
Activity T,Friday,Clayton,587
Activity P,Tuesday,Chan,587
Activity B,Thursday,Amanda,587
Activity A,Friday,Steve,588
Activity Z,Monday,Lannie,588
Activity AB,Friday,Amanda,588
Activity B,Tuesday,Doretta,588
Activity O,Friday,Sharee,589
Activity U,Thursday,Carmella,589
Activity X,Wednesday,Hannah,589
Activity A,Friday,Donald,589
Activity V,Tuesday,Brian,589
Activity P,Friday,Jimmy,589
Activity B,Wednesday,Craig,589
Activity A,Thursday,Donald,590
Activity O,Wednesday,Lannie,590
Activity S,Friday,Lisa,590
Activity T,Friday,Anna,590
Activity P,Friday,Johnny,590
Activity B,Thursday,Charles,590
Activity A,Wednesday,Donald,591
Activity O,Wednesday,Hassie,591
Activity S,Monday,James,591
Activity T,Friday,Anna,591
Activity P,Wednesday,Marilyn,591
Activity B,Thursday,Charles,591
Activity P,Wednesday,Marilyn,591
Activity B,Thursday,Charles,591
Activity A,Tuesday,Rossie,592
Activity Y,Wednesday,Lannie,592
Activity B,Thursday,Jimmy,592
Activity A,Thursday,Sonia,593
Activity O,Monday,Hannah,593
Activity S,Friday,Lisa,593
Activity T,Friday,Anna,593
Activity P,Wednesday,Marilyn,593
Activity B,Thursday,Charles,593
Activity A,Wednesday,Steve,594
Activity AA,Thursday,Chan,594
Activity Z,Monday,Lannie,594
Activity AC,Thursday,Jin,594
Activity AB,Tuesday,Hoyt,594
Activity B,Monday,Hugo,594
Activity A,Wednesday,Sonia,595
Activity O,Tuesday,Alyce,595
Activity Q,Thursday,Lisa,595
Activity R,Tuesday,Steve,595
Activity P,Friday,Johnny,595
Activity B,Monday,Micheline,595
Activity A,Friday,Rossie,596
Activity Y,Wednesday,Lannie,596
Activity B,Thursday,Jimmy,596
Activity A,Wednesday,Lourdes,597
Activity O,Friday,Sharee,597
Activity U,Thursday,Anna,597
Activity X,Wednesday,Hannah,597
Activity V,Tuesday,Brian,597
Activity P,Wednesday,Frances,597
Activity B,Thursday,Amanda,597
Activity A,Monday,Lourdes,598
Activity O,Thursday,Lucy,598
Activity U,Thursday,Ling,598
Activity X,Monday,Hugo,598
Activity V,Tuesday,Emily,598
Activity P,Wednesday,Frances,598
Activity B,Tuesday,Doretta,598
Activity A,Monday,Lourdes,599
Activity O,Monday,Hannah,599
Activity S,Friday,Lisa,599
Activity T,Friday,Clayton,599
Activity P,Tuesday,Chan,599
Activity B,Tuesday,Doretta,599
Activity A,Friday,Sonia,600
Activity O,Wednesday,Lannie,600
Activity S,Friday,Lisa,600
Activity T,Friday,Anna,600
Activity P,Friday,Jimmy,600
Activity B,Wednesday,Craig,600
Activity A,Thursday,Sharee,601
Activity O,Monday,Hannah,601
Activity S,Friday,Lisa,601
Activity T,Friday,Clayton,601
Activity P,Wednesday,Frances,601
Activity B,Thursday,Amanda,601
Activity A,Wednesday,Sonia,602
Activity O,Friday,Sonia,602
Activity U,Thursday,Anna,602
Activity X,Wednesday,Hannah,602
Activity V,Tuesday,Brian,602
Activity P,Wednesday,Frances,602
Activity B,Thursday,Amanda,602
Random activity 19,Random day 3,Random user 10,603
Activity A,Friday,Sonia,603
Activity O,Monday,Hannah,603
Activity S,Monday,James,603
Random activity 8,Random day 4,Random user 11,603
Activity T,Friday,Anna,603
Activity P,Friday,Jimmy,603
Activity B,Thursday,Craig,603
Activity A,Friday,Donald,604
Activity O,Friday,Sharee,604
Activity U,Thursday,Anna,604
Activity X,Monday,Hugo,604
Activity V,Tuesday,Brian,604
Activity P,Tuesday,Shandi,604
Activity B,Monday,Pam,604
Activity A,Thursday,Sharee,605
Activity O,Friday,Sharee,605
Activity U,Thursday,Anna,605
Activity X,Monday,Hugo,605
Activity V,Tuesday,Brian,605
Activity P,Tuesday,Chan,605
Activity B,Tuesday,Doretta,605
Activity A,Friday,Sonia,606
Activity O,Monday,Hannah,606
Activity S,Wednesday,Lisa,606
Activity T,Friday,Clayton,606
Activity P,Friday,Jimmy,606
Activity B,Wednesday,Craig,606
Activity A,Thursday,Seth,607
Activity O,Wednesday,Hassie,607
Activity S,Monday,James,607
Activity T,Friday,Anna,607
Activity P,Tuesday,Chan,607
Activity B,Thursday,Amanda,607
Activity A,Monday,Sonia,608
Activity O,Friday,Sonia,608
Activity U,Thursday,Anna,608
Activity X,Wednesday,Hannah,608
Activity V,Tuesday,Brian,608
Activity P,Wednesday,Frances,608
Activity B,Thursday,Amanda,608
Activity A,Friday,Rossie,609
Activity Y,Wednesday,Lannie,609
Activity B,Thursday,Jimmy,609
Activity A,Friday,Steve,610
Activity Z,Monday,Lannie,610
Activity AA,Wednesday,Maryellen,610
Activity AF,Monday,Alpha,610
Activity AB,Tuesday,Amanda,610
Activity B,Thursday,Amanda,610
Activity A,Thursday,Lourdes,611
Activity O,Wednesday,Lannie,611
Activity S,Monday,James,611
Activity T,Friday,Clayton,611
Activity P,Tuesday,Chan,611
Activity B,Thursday,Amanda,611
Activity A,Friday,Seth,612
Activity O,Wednesday,Hassie,612
Activity S,Wednesday,Lisa,612
Activity T,Friday,Anna,612
Activity P,Friday,Jimmy,612
Activity B,Wednesday,Craig,612
Activity A,Friday,Lourdes,613
Activity O,Monday,Hannah,613
Activity S,Wednesday,Lisa,613
Activity B,Tuesday,Doretta,613
Activity A,Wednesday,Donald,614
Activity O,Wednesday,Hassie,614
Activity S,Monday,James,614
Activity T,Wednesday,Jin,614
Activity B,Thursday,Charles,614
Activity A,Thursday,Hugo,615
Activity Z,Monday,Lannie,615
Activity AA,Monday,Rossana,615
Activity AF,Thursday,Alpha,615
Activity AB,Friday,Amanda,615
Activity B,Thursday,Amanda,615
Activity A,Wednesday,Sonia,616
Activity S,Friday,Lisa,616
Activity T,Wednesday,Jin,616
Activity P,Friday,Jimmy,616
Activity O,Wednesday,Hassie,616
Activity B,Wednesday,Craig,616
Activity A,Friday,Melany,617
Activity Z,Thursday,Lannie,617
Activity AA,Thursday,James,617
Activity AF,Monday,Jamika,617
Activity AB,Tuesday,Amanda,617
Activity B,Tuesday,Doretta,617
Activity A,Friday,Melany,618
Activity Z,Monday,Lannie,618
Activity AF,Thursday,Lannie,618
Activity AB,Friday,Amanda,618
Activity AA,Thursday,Paul,618
Activity B,Thursday,Amanda,618
Activity A,Friday,Sonia,619
Activity O,Friday,Sharee,619
Activity U,Wednesday,Anna,619
Activity X,Monday,Hugo,619
Activity V,Tuesday,Brian,619
Activity P,Friday,Jimmy,619
Activity B,Thursday,Craig,619
Activity A,Friday,Melany,620
Activity Z,Saturday,Marilyn,620
Activity AA,Monday,Gema,620
Activity AD,Wednesday,Sherell,620
Activity AB,Thursday,Roy,620
Activity B,Thursday,Rossana,620
Activity A,Monday,Sonia,621
Activity O,Monday,Hannah,621
Activity S,Wednesday,Lisa,621
Activity T,Friday,Anna,621
Activity P,Wednesday,Frances,621
Activity B,Thursday,Amanda,621
Activity A,Friday,Melany,622
Activity Z,Monday,Lannie,622
Activity AA,Monday,Paul,622
Activity AF,Thursday,Alpha,622
Activity AB,Friday,Amanda,622
Activity B,Thursday,Amanda,622
Activity A,Friday,Melany,623
Activity Z,Monday,Lannie,623
Activity AA,Thursday,Paul,623
Activity AF,Monday,Jamika,623
Activity AB,Friday,Amanda,623
Activity B,Thursday,Amanda,623
Activity A,Monday,Lourdes,624
Activity O,Monday,Hannah,624
Activity S,Wednesday,Lisa,624
Activity T,Wednesday,Sherlene,624
Activity P,Friday,Jimmy,624
Activity B,Wednesday,Craig,624
Activity AA,Thursday,Chan,625
Activity AC,Thursday,Jin,625
Activity AB,Tuesday,Hoyt,625
Activity A,Friday,Melany,625
Activity Z,Monday,Lannie,625
Activity B,Monday,Hugo,625
Activity A,Friday,Steve,626
Activity AC,Thursday,Jin,626
Activity AB,Monday,Hoyt,626
Activity Z,Monday,Lannie,626
Activity AA,Wednesday,Sherlene,626
Activity B,Monday,Hugo,626
Activity A,Monday,Lourdes,627
Activity O,Monday,Alyce,627
Activity Q,Thursday,Lisa,627
Activity R,Tuesday,Steve,627
Activity P,Tuesday,Shandi,627
Activity B,Monday,Pam,627
Activity A,Friday,Donald,628
Random activity 5,Random day 1,Random user 2,628
Activity O,Wednesday,Lannie,628
Activity S,Monday,James,628
Activity T,Wednesday,Jin,628
Activity P,Friday,Jimmy,628
Activity B,Thursday,Craig,628
Activity A,Thursday,Sonia,629
Activity O,Wednesday,Lannie,629
Activity S,Monday,James,629
Activity T,Friday,Anna,629
Activity P,Tuesday,Chan,629
Activity B,Tuesday,Doretta,629
Activity A,Friday,Melany,630
Activity Z,Monday,Lannie,630
Activity AA,Wednesday,Maryellen,630
Activity AF,Thursday,Alpha,630
Activity AB,Tuesday,Amanda,630
Activity B,Tuesday,Doretta,630
Activity A,Thursday,Lourdes,631
Activity O,Wednesday,Lannie,631
Activity S,Wednesday,Lisa,631
Activity T,Wednesday,Jin,631
Activity P,Friday,Jimmy,631
Activity B,Thursday,Craig,631
Activity A,Thursday,Sharee,632
Activity O,Friday,Sonia,632
Activity U,Thursday,Ling,632
Activity X,Monday,Hugo,632
Activity V,Tuesday,Emily,632
Activity P,Friday,Jimmy,632
Activity B,Thursday,Craig,632
Activity S,Friday,Lisa,633
Activity T,Friday,Clayton,633
Activity A,Thursday,Sonia,633
Activity O,Monday,Hannah,633
Activity P,Tuesday,Shandi,633
Activity B,Thursday,Charles,633
Activity O,Wednesday,Lannie,634
Activity S,Monday,James,634
Activity T,Wednesday,Jin,634
Activity A,Thursday,Sharee,634
Activity P,Friday,Johnny,634
Activity B,Thursday,Charles,634
Activity A,Friday,Melany,635
Activity Z,Monday,Lannie,635
Activity AA,Monday,Gema,635
Activity AD,Friday,Brant,635
Activity AB,Tuesday,Amanda,635
Activity B,Thursday,Amanda,635
Activity A,Friday,Sonia,636
Activity S,Monday,James,636
Activity T,Friday,Clayton,636
Activity O,Wednesday,Lannie,636
Activity P,Tuesday,Shandi,636
Activity B,Thursday,Charles,636
Activity A,Friday,Sonia,637
Activity O,Thursday,Lucy,637
